$C_1$=2.718281828459045,y,$C_1$=3.218281828459045,y,$C_1$=3.7182818284590446,y,$C_1$=4.218281828459045,y,$C_1$=4.718281828459045,y
4.676317791407953,1.001,3.621801912689487,1.001,2.9553635118660826,1.001,2.49606841907628,1.001,2.1603300308853863,1.001
12.52846797607287,1.0027179998282871,11.438738039836341,1.0032185003287877,10.737280553161579,1.0037190008292882,10.243158985825191,1.0042195013297888,9.872784967997466,1.0047200018302893
20.156164435307637,1.0044359996565746,18.96366811657104,1.0054370006575755,18.160751577373865,1.0064380016585766,17.56645981886204,1.0074390026595776,17.09718665448617,1.0084400036605785
27.565437902983007,1.0061539994848618,26.206756422328564,1.0076555009863635,25.241078150821117,1.0091570024878649,24.487374064917397,1.0106585039893663,23.861965845753787,1.012160005490868
34.76214999501386,1.0078719993131493,33.17779909515398,1.0098740013151513,31.99288370008442,1.0118760033171532,31.026184678547292,1.0138780053191552,30.193839585526902,1.0158800073211571
41.75199826775021,1.0095899991414365,39.88623832394499,1.012092501643939,38.430145450183446,1.0145950041464415,37.20211664395885,1.017097506648944,36.1179207080993,1.0196000091514466
48.540521114484214,1.0113079989697238,46.34117595612999,1.0143110019727268,44.56622475765099,1.0173140049757299,43.03339551275327,1.020317007978733,41.65781988934405,1.023320010981736
55.133102505584056,1.0130259987980113,52.55138654647904,1.0165295023015146,50.41389592447214,1.0200330058050182,48.53730248981882,1.0235365093085218,46.83574078587058,1.0270400128120252
61.534976577598684,1.0147439986262985,58.52532987152849,1.0187480026303026,55.98537357395942,1.0227520066343065,53.73022628407643,1.0267560106383105,51.67256876027172,1.0307600146423146
67.75123207647985,1.016461998454586,64.27116293295954,1.0209665029590904,61.29233866504088,1.0254710074635949,58.627711926334904,1.0299755119680993,56.187953652358146,1.0344800164726038
73.78681665985452,1.0181799982828732,69.79675147220097,1.0231850032878782,66.34596321711537,1.0281900082928832,63.24450674308661,1.0331950132978882,60.40038702130579,1.0382000183028932
79.6465410631471,1.0198979981111604,75.10968101747116,1.025403503616666,71.15693381356795,1.0309090091221715,67.59460366260403,1.036414514627677,64.32727425146452,1.0419200201331826
85.33508313413252,1.021615997939448,80.21726748351821,1.0276220039454538,75.73547394821735,1.0336280099514599,71.69128201807658,1.039634015957466,67.98500188499646,1.0456400219634718
90.85699174036586,1.0233339977677351,85.12656734336818,1.0298405042742418,80.09136527537449,1.0363470107807482,75.54714600173807,1.0428535172872548,71.38900051727107,1.0493600237937613
96.21669055377254,1.0250519975960226,89.84438739051132,1.0320590046030296,84.23396782081204,1.0390660116100365,79.17416091388067,1.0460730186170435,74.5538035658712,1.0530800256240505
101.41848171650473,1.0267699974243099,94.377294109115,1.0342775049318174,88.1722392077593,1.0417850124393249,82.58368734129469,1.0492925199468324,77.49310220097269,1.0568000274543399
106.46654939206437,1.0284879972525973,98.73162266903844,1.0364960052606051,91.91475294904859,1.0445040132686132,85.78651339096079,1.0525120212766212,80.21979670357021,1.0605200292846293
111.3649632055019,1.0302059970808846,102.91348556167348,1.0387145055893932,95.46971585371624,1.0472230140979015,88.79288509670964,1.0557315226064101,82.74604449841381,1.0642400311149185
116.11768157641609,1.0319239969091718,106.92878089189736,1.040933005918181,98.84498459370823,1.0499420149271899,91.61253510899706,1.058951023936199,85.0833050904236,1.067960032945208
120.7285549482982,1.0336419967374593,110.78320034074373,1.0431515062469687,102.04808147384257,1.0526610157564782,94.25470977089813,1.0621705252659877,87.24238211666294,1.0716800347754973
125.20132891767521,1.0353599965657465,114.48223681272148,1.0453700065757565,105.08620944582229,1.0553800165857665,96.72819467685197,1.0653900265957765,89.23346271055112,1.0754000366057865
129.53964726637258,1.037077996394034,118.03119178110305,1.0475885069045443,107.96626640487729,1.0580990174150549,99.0413388045617,1.0686095279255654,91.06615436077415,1.079120038436076
133.74705490008444,1.0387959962223212,121.43518234389126,1.0498070072333323,110.69485880552122,1.0608180182443432,101.2020773047376,1.0718290292553543,92.7495194342213,1.0828400402663652
137.82700069636124,1.0405139960506085,124.69914800261279,1.05202550756212,113.27831463093818,1.0635370190736315,103.21795302803916,1.0750485305851432,94.29210752014447,1.0865600420966546
141.78284026497818,1.042231995878896,127.82785717554327,1.0542440078909079,115.72269574865682,1.0662560199029198,105.0961368635918,1.0782680319149318,95.7019857415167,1.090280043926944
145.61783862356847,1.0439499957071832,130.82591345644738,1.0564625082196957,118.03380968341492,1.0689750207322082,106.84344695880642,1.0814875332447207,96.9867671692092,1.0940000457572332
149.33517279130334,1.0456679955354706,133.69776162943361,1.0586810085484835,120.21722083646911,1.0716940215614965,108.46636688588968,1.0847070345745096,98.15363746500512,1.0977200475875226
152.9379343032839,1.0473859953637579,136.44769345004642,1.0608995088772715,122.27826117903942,1.0744130223907848,109.97106281638102,1.0879265359042984,99.20937987060198,1.1014400494178118
156.42913164824603,1.0491039951920451,139.0798532022756,1.0631180092060593,124.22204044611364,1.0771320232200732,111.36339976125636,1.0911460372340873,100.16039865154404,1.1051600512481012
159.8116926320653,1.0508219950203326,141.59824304073976,1.065336509534847,126.05345585544184,1.0798510240493615,112.64895693060798,1.094365538563876,101.01274109741473,1.1088800530783907
163.08846666947144,1.0525399948486198,144.00672812688617,1.0675550098636348,127.7772013752452,1.0825700248786498,113.83304226358804,1.0975850398936648,101.77211817258583,1.1126000549086799
166.26222700630956,1.0542579946769073,146.3090415676682,1.0697735101924226,129.39777656292566,1.0852890257079382,114.92070617621711,1.1008045412234537,102.4439239052864,1.1163200567389693
169.33567287457686,1.0559759945051945,148.50878916479306,1.0719920105212106,130.9194949958898,1.0880080265372265,115.9167545717573,1.1040240425532426,103.0332535967132,1.1200400585692585
172.3114315824225,1.0576939943334818,150.6094539822737,1.0742105108499984,132.34649231450484,1.0907270273665148,116.82576115564237,1.1072435438830315,103.54492092629286,1.123760060399548
175.19206054119218,1.0594119941617692,152.61440073969473,1.0764290111787862,133.68273389615462,1.0934460281958032,117.65207909442144,1.1104630452128201,103.98347402400746,1.1274800622298373
177.98004923154258,1.0611299939900565,154.52688003826273,1.078647511507574,134.93202217838126,1.0961650290250915,118.3998520557984,1.113682546542609,104.35321057586815,1.1312000640601265
180.67782111058642,1.062847993818344,156.35003242642978,1.080866011836362,136.09800364817133,1.0988840298543798,119.07302466462741,1.1169020478723979,104.6581920241461,1.134920065890416
183.2877354619438,1.0645659936466312,158.08689231156234,1.0830845121651498,137.18417551355628,1.1016030306836682,119.67535240764194,1.1201215492021868,104.90225691981091,1.1386400677207051
185.8120891905335,1.0662839934749186,159.74039172387134,1.0853030124939376,138.19389207287574,1.1043220315129565,120.21041101774675,1.1233410505319756,105.08903348076507,1.1423600695509946
188.25311856385508,1.0680019933032059,161.31336393853556,1.0875215128227254,139.1303707962555,1.1070410323422448,120.68160536687074,1.1265605518617643,105.2219514058788,1.146080071381284
190.61300090147276,1.0697199931314931,162.80854696170897,1.0897400131515131,139.99669813311903,1.1097600331715332,121.09217789467138,1.1297800531915532,105.30425299149476,1.1498000732115732
192.89385621433436,1.0714379929597806,164.22858688585416,1.0919585134803012,140.79583505883656,1.1124790340008215,121.44521659876891,1.132999554521342,105.3390035939745,1.1535200750418626
195.09774879552114,1.0731559927880678,165.57604111961413,1.094177013809089,141.5306223729588,1.1151980348301098,121.74366261068862,1.136219055851131,105.32910147897773,1.157240076872152
197.22668876396133,1.074873992616355,166.8533814972141,1.0963955141378767,142.20378576084917,1.1179170356593982,121.9903173802725,1.1394385571809198,105.2772870954856,1.1609600787024412
199.2826335625862,1.0765919924446425,168.06299727217507,1.0986140144666645,142.8179406299292,1.1206360364886865,122.18784948999986,1.1426580585107087,105.1861518100865,1.1646800805327306
201.26748941236733,1.0783099922729298,169.20719799991716,1.1008325147954523,143.3755967311964,1.1233550373179748,122.33880111940869,1.1458775598404973,105.05814613472246,1.1684000823630198
203.18311272361743,1.0800279921012172,170.28821631363678,1.1030510151242403,143.8791625761276,1.1260740381472631,122.44559417864647,1.1490970611702862,104.89558747893342,1.1721200841933093
205.03131146589374,1.0817459919295045,171.30821059766586,1.105269515453028,144.33094965858567,1.1287930389765515,122.51053612908036,1.152316562500075,104.70066745562471,1.1758400860235985
