y,x_lower_bound,x_upper_bound
0.411475409836065,0.030700988598229173,0.06523752459831489
0.41103830934374314,0.03985305569432147,0.074058430024435
0.410601208851421,0.04865669497718633,0.0824929954320476
0.4101641083590991,0.05712368017963517,0.09055589718654089
0.4097270078667771,0.0652653818746222,0.09826125427483762
0.40928990737445514,0.07309278190599826,0.10562265022250925
0.4088528068821332,0.08061648727474066,0.1126531541089307
0.40841570638981123,0.0878467435023259,0.11936534071941135
0.40797860589748924,0.09479344749203776,0.1257713098715096
0.40754150540516737,0.10146615990813018,0.13188270495105184
0.40710440491284533,0.10787411709189991,0.13771073069174525
0.40666730442052335,0.11402624253297712,0.14326617023079474
0.40623020392820147,0.11993115791333511,0.14855940147142935
0.40579310343587943,0.12559719374081885,0.1536004127818933
0.40535600294355745,0.1310323995882989,0.15839881805912573
0.4049189024512356,0.1362445539538631,0.16296387118407746
0.4044818019589135,0.141241173756863,0.16730447989444486
0.40404470146659155,0.14602952348398143,0.1714292190994181
0.4036076009742697,0.1506166239989442,0.17534634365999036
0.4031705004819476,0.15500926102890364,0.1790638006572971
0.4027333999896257,0.15921399334001995,0.18258924117048686
0.40229629949730367,0.16323716061424093,0.18593003158467275
0.4018591990049817,0.1670848910387864,0.18909326444860075
0.4014220985126598,0.17076310861939492,0.19208576890082923
0.40098499802033777,0.1742775402279237,0.19491412068237002
0.4005478975280158,0.17763372239447053,0.19758465175297812
0.4001107970356939,0.1808370078537911,0.20010345952751532
0.3996736965433719,0.18389257185535743,0.20247641574810327
0.3992365960510499,0.1868054182460711,0.2047091750071031
0.398799495558728,0.18958038533424196,0.2068071829353034
0.398362395066406,0.19222215154312994,0.2087756840690771
0.397925294574084,0.19473524086200378,0.21061972940968582
0.3974881940817621,0.19712402810234475,0.21234418368732208
0.39705109358944013,0.19939274396654533,0.2139537323419659
0.39661399309711814,0.20154547993613067,0.21545288823259306
0.3961768926047962,0.20358619298628008,0.21684599808579097
0.3957397921124741,0.20551871013313877,0.21813724869436893
0.39530269162015225,0.2073467328201661,0.21933067287608604
0.39486559112783026,0.20907384114951455,0.22043015520220757
0.3944284906355082,0.21070349796420054,0.22143943750517503
0.39399139014318635,0.21223905278660593,0.22236212417429085
0.39355428965086436,0.21368374561862508,0.22320168724793948
0.3931171891585423,0.21504071060857274,0.22396147131050978
0.39268008866622045,0.2163129795897659,0.22464469820184033
0.39224298817389847,0.2175034854955019,0.22525447154667866
0.3918058876815765,0.21861506565496924,0.22579378111133702
0.39136878718925455,0.2196504649744619,0.22626550699442324
0.39093168669693257,0.22061233900808683,0.22667242365823898
0.3904945862046106,0.22150325692200132,0.22701720380716975
0.3900574857122887,0.22232570435605922,0.22730242211911422
0.38962038521996667,0.2230820861865985,0.22753055883576948
0.3891832847276447,0.22377472919395347,0.22770400321732973
0.3887461842353228,0.2244058846381461,0.22782505686694288
0.38830908374300066,0.2249777307460766,0.22789593693003285
0.3878719832506788,0.2254923751134006,0.22791877917340367
0.3874348827583569,0.22595185702417384,0.22789564094882273
0.3869977822660348,0.2263581496912107,0.2278285040456029
0.3865606817737129,0.2267131624200069,0.2277192774365066
0.3861235812813909,0.22701874269895975,0.2275697999211277
0.3856864807890689,0.22727667821852124,0.22738184267073264
0.38524938029674705,0.22748869882181802,0.22715711167838304
0.384812279804425,0.22765647838917577,0.2268972501180061
0.384375179312103,0.22778163665890155,0.22660384061593303
0.38393807881978115,0.22786574098657833,0.22627840743827668
0.3835009783274591,0.22791030804505327,0.2259224185973966
0.3830638778351371,0.22791680546721058,0.2255372878805546
0.38262677734281525,0.22788665343355174,0.2251243768037491
0.38218967685049327,0.2278212262065213,0.2246849964935935
0.3817525763581712,0.2277218536134514,0.22422040949999095
0.38131547586584935,0.22758982247992526,0.22373183154224394
0.38087837537352737,0.22742637801530044,0.22322043319113744
0.3804412748812053,0.22723272515205434,0.2226873414894285
0.38000417438888345,0.22701002984057111,0.2221336415130837
0.37956707389656136,0.2267594203009165,0.22156037787550792
0.3791299734042395,0.22648198823309712,0.22096855617692363
0.37869287291191744,0.2261787899872433,0.22035914440096996
0.37825577241959546,0.22585084769510397,0.21973307426051641
0.3778186719272736,0.22549915036419027,0.21909124249459738
0.3773815714349516,0.22512465493585773,0.21843451211831214
0.37694447094262956,0.22472828730856698,0.21776371362744745
0.3765073704503077,0.22431094332752252,0.21707964615952488
0.3760702699579857,0.2238734897418415,0.2163830786129013
0.37563316946566366,0.2234167651303673,0.2156747507254861
0.3751960689733418,0.22294158079719767,0.21495537411458582
0.3747589684810198,0.22244872163796303,0.21422563327931743
0.3743218679886978,0.22193894697785177,0.21348618656698634
0.3738847674963759,0.22141299138234433,0.2127376671047645
0.3734476670040539,0.22087156544158015,0.2119806836979501
0.3730105665117319,0.2203153565292577,0.211215821696054
0.37257346601941005,0.21974502953692127,0.2104436438278915
0.3721363655270879,0.21916122758447448,0.2096646910068285
0.371699265034766,0.2185645727077172,0.20887948310727802
0.37126216454244404,0.2179556665236825,0.20808851971350578
0.370825064050122,0.2173350908745173,0.2072922808417604
