y,x_lower_bound,x_upper_bound
19.4848,-0.0857409106542888,0.1566876287049631
19.464458342236373,-0.04224344506123545,0.1955002591090314
19.444116684472736,-1.1453747204015485e-06,0.23310087573411042
19.42377502670911,0.04101996002965935,0.26952437375325305
19.403433368945475,0.08085288409307212,0.30480460945925864
19.383091711181844,0.11952970991014511,0.3389744330472222
19.362750053418218,0.15708161863802927,0.37206572029527485
19.342408395654584,0.19353891650957278,0.40410940318281763
19.322066737890953,0.22893106098136223,0.4351354994842169
19.301725080127326,0.2632866860462453,0.4651731413744866
19.281383422363692,0.29663362673874066,0.4942506030819605
19.261041764600062,0.3289989428609331,0.5223953276218529
19.240700106836435,0.3604089419552119,0.5496339526431274
19.2203584490728,0.39088920154943285,0.5759923354199975
19.20001679130917,0.4204645906991207,0.6014955770182085
19.179675133545544,0.4491592908503451,0.6261680456650172
19.159333475781906,0.4769968160462359,0.650033399350871
19.13899181801828,0.5040000324990701,0.6731146076895628
19.118650160254653,0.5301911775493007,0.6954339730628434
19.098308502491015,0.5555918780319224,0.7170131510743032
19.07796684472739,0.5802231680700003,0.7378731703365882
19.057625186963755,0.60410550631443,0.7580344516150546
19.037283529200124,0.6272587926482732,0.7775168263500722
19.016941871436497,0.6497023843734822,0.7963395545795089
18.996600213672863,0.6714551118970544,0.8145213422819544
18.976258555909233,0.6925352939331723,0.8320803581606645
18.955916898145606,0.7129607522372764,0.8490342498873762
18.935575240381972,0.7327488258873915,0.8654001598244476
18.91523358261834,0.7519163851276154,0.881194740243191
18.894891924854715,0.7704798447880279,0.8964341680555032
18.87455026709108,0.7884551772948682,0.9111341590753652
18.85420860932745,0.8058579252843576,0.9253099818261689
18.833866951563824,0.822703213832966,0.9389764709092103
18.81352529380019,0.8390057623166516,0.9521480399482036
18.79318363603656,0.8547798959110029,0.9648386941240891
18.772841978272933,0.8700395567439179,0.9770620423139035
18.752500320509295,0.8847983147120175,0.9888313088470371
18.732158662745668,0.8990693779715602,1.0001593448916397
18.711817004982034,0.9128656031143701,1.0110586394835823
18.691475347218404,0.9261995050387821,1.0215413302098657
18.671133689454773,0.9390832665254241,1.0316192135579914
18.650792031691143,0.9515287475271863,1.0413037549423716
18.63045037392751,0.9635474941824997,1.0506060984184944
18.610108716163882,0.9751507475606993,1.059537076095172
18.589767058400252,0.9863494521479681,1.0681072172548234
18.569425400636618,0.9971542640820366,1.0763267571914157
18.54908374287299,1.0075755591436057,1.0842056457753468
18.52874208510936,1.0176234405121076,1.091753555754208
18.508400427345727,1.0273077462932496,1.0989798907981032
18.4880587695821,1.0366380568254523,1.105893793297828
18.46771711181847,1.0456237017721448,1.1125041519240058
18.447375454054836,1.0542737670065736,1.1188196089549263
18.42703379629121,1.06259710129559,1.1248485673806021
18.40669213852757,1.0706023227886974,1.1305991977903254
18.386350480763944,1.0782978253183577,1.13607944505066
18.366008823000318,1.0856917845174345,1.1412970347807065
18.34566716523668,1.0927921637594302,1.1462594796311116
18.325325507473053,1.0996067199269337,1.1509740853731594
18.304983849709423,1.1061430090136408,1.1554479568040228
18.28464219194579,1.1124083915649845,1.1596880034740744
18.264300534182162,1.1184100379623976,1.1637009452419234
18.24395887641853,1.1241549335559151,1.1674933176626905
18.223617218654898,1.1296498836498232,1.1710714772148119
18.20327556089127,1.134901518345773,1.1744416063705148
18.18293390312764,1.139916297247728,1.1776097185149013
18.162592245364007,1.144700514032933,1.1805816627184615
18.14225058760038,1.1492603008929667,1.1833631283676032
18.12190892983675,1.1536016328487817,1.18595964965771
18.101567272073115,1.1577303319435779,1.1883766099530266
18.08122561430949,1.161652071317149,1.1906192460175609
18.060883956545858,1.1653723791652912,1.1926926521210506
18.040542298782224,1.1688966425877156,1.194601784023888
18.020200641018597,1.1722301113277762,1.1963514628447958
17.99985898325496,1.1753779014073096,1.1979463788148887
