blue_x,blue_y,yellow_x,yellow_y
1.7220406371452797,1.001,1.7220406371452797,1.001
7.130746325606925,1.0042410457484148,7.130746325606925,1.0042410457484148
12.285060587045134,1.0074820914968297,12.285060587045134,1.0074820914968297
17.1965508349771,1.0107231372452445,17.1965508349771,1.0107231372452445
21.876229393668215,1.0139641829936596,21.876229393668215,1.0139641829936596
26.33458210494463,1.0172052287420745,26.33458210494463,1.0172052287420745
30.581595350492393,1.0204462744904894,30.581595350492393,1.0204462744904894
34.62678158366366,1.0236873202389043,34.62678158366366,1.0236873202389043
38.479203458868746,1.0269283659873192,38.479203458868746,1.0269283659873192
42.147496641074156,1.030169411735734,42.147496641074156,1.030169411735734
45.63989137274902,1.0334104574841492,45.63989137274902,1.0334104574841492
48.96423287076556,1.036651503232564,48.96423287076556,1.036651503232564
52.12800062124991,1.039892548980979,52.12800062124991,1.039892548980979
55.13832663615669,1.0431335947293938,55.13832663615669,1.0431335947293938
58.002012731411675,1.0463746404778087,58.002012731411675,1.0463746404778087
60.72554688278074,1.0496156862262236,60.72554688278074,1.0496156862262236
63.31511871218946,1.0528567319746387,63.31511871218946,1.0528567319746387
65.7766341539967,1.0560977777230536,65.7766341539967,1.0560977777230536
68.11572934772708,1.0593388234714685,68.11572934772708,1.0593388234714685
70.3377838009432,1.0625798692198833,70.3377838009432,1.0625798692198833
72.44793286331742,1.0658209149682982,72.44793286331742,1.0658209149682982
74.4510795504917,1.0690619607167131,74.4510795504917,1.0690619607167131
76.35190575401123,1.0723030064651282,76.35190575401123,1.0723030064651282
78.15488287145554,1.075544052213543,78.15488287145554,1.075544052213543
79.86428188887085,1.078785097961958,79.86428188887085,1.078785097961958
81.48418294570534,1.0820261437103729,81.48418294570534,1.0820261437103729
83.01848441067895,1.0852671894587878,83.01848441067895,1.0852671894587878
84.47091149534789,1.0885082352072026,84.47091149534789,1.0885082352072026
85.84502443056678,1.0917492809556177,85.84502443056678,1.0917492809556177
87.1442262295806,1.0949903267040326,87.1442262295806,1.0949903267040326
88.37177006010936,1.0982313724524475,88.37177006010936,1.0982313724524475
89.53076624649508,1.1014724182008624,89.53076624649508,1.1014724182008624
90.62418892176925,1.1047134639492773,90.62418892176925,1.1047134639492773
91.65488234836474,1.1079545096976922,91.65488234836474,1.1079545096976922
92.62556692512575,1.1111955554461073,92.62556692512575,1.1111955554461073
93.53884489726677,1.1144366011945221,93.53884489726677,1.1144366011945221
94.3972057849899,1.117677646942937,94.3972057849899,1.117677646942937
95.20303154558265,1.120918692691352,95.20303154558265,1.120918692691352
95.95860148298708,1.1241597384397668,95.95860148298708,1.1241597384397668
96.66609691804537,1.1274007841881817,96.66609691804537,1.1274007841881817
97.32760563189514,1.1306418299365966,97.32760563189514,1.1306418299365966
97.94512609428952,1.1338828756850117,97.94512609428952,1.1338828756850117
98.52057148796793,1.1371239214334266,98.52057148796793,1.1371239214334266
99.05577353959185,1.1403649671818414,99.05577353959185,1.1403649671818414
99.5524861671764,1.1436060129302563,99.5524861671764,1.1436060129302563
100.01238895341112,1.1468470586786712,100.01238895341112,1.1468470586786712
100.43709045374719,1.1500881044270863,100.43709045374719,1.1500881044270863
100.82813134764534,1.1533291501755012,100.82813134764534,1.1533291501755012
101.18698744092825,1.156570195923916,101.18698744092825,1.156570195923916
101.51507252674661,1.159811241672331,101.51507252674661,1.159811241672331
101.81374111226957,1.1630522874207458,101.81374111226957,1.1630522874207458
102.08429101782639,1.1662933331691607,102.08429101782639,1.1662933331691607
102.3279658548667,1.1695343789175756,102.3279658548667,1.1695343789175756
102.54595738877059,1.1727754246659907,102.54595738877059,1.1727754246659907
102.73940779221662,1.1760164704144056,102.73940779221662,1.1760164704144056
102.90941179451713,1.1792575161628205,102.90941179451713,1.1792575161628205
103.057018732044,1.1824985619112354,103.057018732044,1.1824985619112354
103.18323450459835,1.1857396076596503,103.18323450459835,1.1857396076596503
103.2890234423273,1.1889806534080654,103.2890234423273,1.1889806534080654
103.37531008754634,1.1922216991564802,103.37531008754634,1.1922216991564802
103.44298089560348,1.1954627449048951,103.44298089560348,1.1954627449048951
103.49288585870542,1.19870379065331,103.49288585870542,1.19870379065331
103.5258400564244,1.201944836401725,103.5258400564244,1.201944836401725
103.54262513641217,1.2051858821501398,103.54262513641217,1.2051858821501398
103.5439907286689,1.2084269278985547,103.54524906609413,1.2084269278985547
103.53065579654218,1.2116679736469698,103.54524906609413,1.2116679736469698
103.50330992747023,1.2149090193953846,103.54524906609413,1.2149090193953846
103.46261456633063,1.2181500651437995,103.54524906609413,1.2181500651437995
103.40920419411182,1.2213911108922144,103.54524906609413,1.2213911108922144
103.34368745448673,1.2246321566406293,103.54524906609413,1.2246321566406293
103.26664823073844,1.2278732023890444,103.54524906609413,1.2278732023890444
103.17864667536614,1.2311142481374593,103.54524906609413,1.2311142481374593
103.08022019458338,1.2343552938858742,103.54524906609413,1.2343552938858742
102.9718843898086,1.237596339634289,103.54524906609413,1.237596339634289
102.85413395814693,1.240837385382704,103.54524906609413,1.240837385382704
102.72744355376125,1.2440784311311188,103.54524906609413,1.2440784311311188
102.59226861193793,1.2473194768795337,103.54524906609413,1.2473194768795337
102.44904613756336,1.2505605226279488,103.54524906609413,1.2505605226279488
102.29819545964563,1.2538015683763637,103.54524906609413,1.2538015683763637
102.1401189534314,1.2570426141247786,103.54524906609413,1.2570426141247786
101.97520273159827,1.2602836598731935,103.54524906609413,1.2602836598731935
101.80381730592767,1.2635247056216083,103.54524906609413,1.2635247056216083
101.62631822079459,1.2667657513700235,103.54524906609413,1.2667657513700235
101.44304665975052,1.2700067971184383,103.54524906609413,1.2700067971184383
101.25433002640959,1.2732478428668532,103.54524906609413,1.2732478428668532
101.06048250079336,1.276488888615268,103.54524906609413,1.276488888615268
100.8618055722333,1.279729934363683,103.54524906609413,1.279729934363683
100.65858854987803,1.2829709801120979,103.54524906609413,1.2829709801120979
100.45110905180181,1.2862120258605128,103.54524906609413,1.2862120258605128
100.2396334736658,1.2894530716089276,103.54524906609413,1.2894530716089276
100.02441743783648,1.2926941173573427,103.54524906609413,1.2926941173573427
99.80570622382373,1.2959351631057576,103.54524906609413,1.2959351631057576
99.58373518086218,1.2991762088541725,103.54524906609413,1.2991762088541725
99.35873012341852,1.3024172546025874,103.54524906609413,1.3024172546025874
99.13090771037261,1.3056583003510025,103.54524906609413,1.3056583003510025
98.90047580858612,1.3088993460994174,103.54524906609413,1.3088993460994174
98.6676338415359,1.3121403918478323,103.54524906609413,1.3121403918478323
98.43257312366383,1.3153814375962471,103.54524906609413,1.3153814375962471
98.19547718105845,1.318622483344662,103.54524906609413,1.318622483344662
97.95652205906036,1.321863529093077,103.54524906609413,1.321863529093077
